timestamp,price,MA30
2025-05-26 00:00:00,108861.81037744327,
2025-05-27 00:00:00,109377.71513263129,
2025-05-28 00:00:00,109068.45694901445,
2025-05-29 00:00:00,107838.18431100152,
2025-05-30 00:00:00,105745.41660358038,
2025-05-31 00:00:00,104010.91956242644,
2025-06-01 00:00:00,104687.50742934884,
2025-06-02 00:00:00,105710.00593822816,
2025-06-03 00:00:00,105884.74263221149,
2025-06-04 00:00:00,105434.47745144971,
2025-06-05 00:00:00,104812.9182188067,
2025-06-06 00:00:00,101650.7387545425,
2025-06-07 00:00:00,104409.74967959142,
2025-06-08 00:00:00,105681.4546141758,
2025-06-09 00:00:00,105692.24740699006,
2025-06-10 00:00:00,110261.57485948496,
2025-06-11 00:00:00,110212.73252109604,
2025-06-12 00:00:00,108679.9760916168,
2025-06-13 00:00:00,105979.22902375912,
2025-06-14 00:00:00,106045.56440819203,
2025-06-15 00:00:00,105482.90611628917,
2025-06-16 00:00:00,105554.49383061715,
2025-06-17 00:00:00,106951.2720181497,
2025-06-18 00:00:00,104683.42479835715,
2025-06-19 00:00:00,104722.695052907,
2025-06-20 00:00:00,104690.65002458123,
2025-06-21 00:00:00,103290.105144757,
2025-06-22 00:00:00,101532.5683847329,
2025-06-23 00:00:00,100852.58264648831,
2025-06-24 00:00:00,105511.62437933135,105777.2581453934
2025-06-25 00:00:00,105976.06929808448,105681.06677608144
2025-06-26 00:00:00,107238.53045016268,105609.76061999916
2025-06-27 00:00:00,106984.01253775663,105540.2791396239
2025-06-28 00:00:00,107078.91560644074,105514.97018280519
2025-06-29 00:00:00,107331.58548463577,105567.84247884038
2025-06-30 00:00:00,108396.61631317894,105714.03237053214
2025-07-01 00:00:00,107132.79910701896,105795.54209312114
2025-07-02 00:00:00,105613.39974163055,105792.32188656788
2025-07-03 00:00:00,108824.44423167943,105890.31193988348
2025-07-04 00:00:00,109602.20483914016,106029.23618613981
2025-07-05 00:00:00,108040.8919400104,106136.83531017996
2025-07-06 00:00:00,108217.46849992426,106355.72630169267
2025-07-07 00:00:00,109215.19771840284,106515.90790298638
2025-07-08 00:00:00,108300.71675785031,106603.21664110887
2025-07-09 00:00:00,108953.19187727802,106711.91479011848
2025-07-10 00:00:00,111327.53054245669,106747.44664621753
2025-07-11 00:00:00,115879.65030112496,106936.34390555182
2025-07-12 00:00:00,117571.02510036016,107232.71220584327
2025-07-13 00:00:00,117418.95745007684,107614.03648672054
2025-07-14 00:00:00,119117.55666327637,108049.76956189
2025-07-15 00:00:00,119833.67446712355,108528.12850691781
2025-07-16 00:00:00,117678.19493404306,108932.25187703202
2025-07-17 00:00:00,118748.1627367753,109325.48156765287
2025-07-18 00:00:00,119445.36520434043,109817.54624785231
2025-07-19 00:00:00,117988.94664455787,110259.75463424067
2025-07-20 00:00:00,117901.62655900871,110700.12051872158
2025-07-21 00:00:00,117256.9208222684,111165.68104130529
2025-07-22 00:00:00,117482.46977767294,111697.34442106997
2025-07-23 00:00:00,119955.79570607653,112334.11818972291
2025-07-24 00:00:00,118629.05588130427,112771.36590645534
2025-07-25 00:00:00,118354.43517438594,113183.97810233205
2025-07-26 00:00:00,117540.80837085741,113527.38736635521
2025-07-27 00:00:00,117959.54234360624,113893.23835988353
2025-07-28 00:00:00,119418.91405141471,114304.57164138267
2025-07-29 00:00:00,118003.30201607826,114660.29552576409
2025-07-30 00:00:00,117853.30892863822,114975.51861294606
2025-07-31 00:00:00,117833.24087995925,115332.20000537741
2025-08-01 00:00:00,115700.00243915782,115668.42009529498
2025-08-02 00:00:00,113234.6051343189,115815.42545871629
